Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ID
Agatha Christie: And Then There Were None,Nintendo Wii,2008.0,Adventure,The Adventure Company,50.0,23.0,6.2,12.0,AWE Games,T,11789
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,Sony PSP,2006.0,Misc,Sega,,,,,,,11790
Grease Dance,Sony PS3,2011.0,Misc,505 Games,,,,,505 Games,T,11791
Mega Man Battle Network: Operation Shooting Star,Nintendo DS,,Role-Playing,Capcom,,,,,,,11792
Futurama,PS2,2003.0,Platform,SCi,59.0,22.0,6.6,14.0,UDS,T,11793
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,,,,,,,11794
The History Channel: Battle for the Pacific,Sony PS3,2008.0,Shooter,Activision,36.0,7.0,2.4,15.0,Activision,T,11795
Animal Kingdom: Wildlife Expedition,Nintendo Wii,2009.0,Adventure,Natsume,,,,,Success,E,11796
Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,75.0,13.0,7.9,8.0,Ubisoft,E,11797
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,Sony PSP,2010.0,Misc,Hudson Soft,,,,,,,11798
Superman Returns,Nintendo DS,2006.0,Action,Electronic Arts,33.0,8.0,4.9,13.0,EA Tiburon,E,11799
My First Songs,Nintendo Wii,2010.0,Misc,Mindscape,,,,,,,11800
Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,78.0,19.0,8.8,4.0,Capcom,E,11801
Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,,,,,,,11802
NHL Open Ice,PS,1996.0,Sports,Midway Games,,,,,,,11803
Legend of the Guardians: The Owls of Ga'Hoole,Xbox360,2010.0,Action,Warner Bros. Interactive Entertainment,60.0,13.0,8.0,5.0,Krome Studios,E10+,11804
Gundam Battle Tactics,Sony PSP,2005.0,Action,Namco Bandai Games,,,,,,,11805
Touch Detective: Nameko Shigeru,Nintendo 3DS,2013.0,Adventure,Success,,,,,,,11806
Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,82.0,31.0,8.5,407.0,EA Canada,T,11807
Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,,,,,,,11808
And1 Streetball,XB,2006.0,Action,Ubisoft,,,,,,,11809
Gladius,GC,2003.0,Strategy,Activision,82.0,19.0,8.8,12.0,LucasArts,T,11810
The Hustle: Detroit Streets,Sony PSP,2005.0,Sports,Deep Silver,51.0,11.0,5.3,4.0,Blade Interactive,T,11811
PhotoKano,Sony PS Vita,2013.0,Adventure,Kadokawa Shoten,,,,,,,11812
Warriors Orochi 3,Sony PS Vita,2013.0,Action,Tecmo Koei,,,,,,,11813
Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,,,,,,,11814
Blood Drive,Sony PS3,2010.0,Racing,Activision,47.0,11.0,7.0,5.0,Sidhe Interactive,M,11815
Again,Nintendo DS,2009.0,Adventure,Ackkstudios,,,,,,,11816
Soccer Tsuku: Pro Soccer Club o Tsukurou!,Sony PS Vita,2013.0,Sports,Sega,,,,,,,11817
Summon Night 4,Sony PSP,2012.0,Role-Playing,Namco Bandai Games,,,,,,,11818
Escape Dead Island,Sony PS3,2014.0,Action,Deep Silver,40.0,25.0,3.5,51.0,Fatshark AB,M,11819
Torchlight,PC,2009.0,Role-Playing,JoWood Productions,83.0,57.0,8.0,794.0,Runic Games,T,11820
Pac-Man World 3,Sony PSP,2005.0,Platform,Namco Bandai Games,61.0,9.0,6.0,4.0,Blitz Games,E,11821
Rogue Trooper: Quartz Zone Massacre,Nintendo Wii,2009.0,Shooter,Reef Entertainment,70.0,14.0,8.2,5.0,Rebellion,T,11822
Hero Bank,Nintendo 3DS,2014.0,Role-Playing,Sega,,,,,,,11823
Disney's Planes,Nintendo 3DS,2013.0,Simulation,Disney Interactive Studios,,,4.3,6.0,TOSE,E,11824
Winx Club,GBA,2005.0,Shooter,Konami Digital Entertainment,,,,,Rainbow Studios,E,11825
World Party Games,Nintendo Wii,2009.0,Misc,505 Games,,,,,505 Games,E,11826
Classic Road,PS,1995.0,Sports,Victor Interactive,,,,,,,11827
Cartoon Network: Punch Time Explosion XL,Xbox360,2011.0,Fighting,Crave Entertainment,,,,,,,11828
Utawarerumono: Itsuwari no Kamen,Sony PS Vita,2015.0,Adventure,Aqua Plus,,,,,,,11829
Damage Inc.: Pacific Squadron WWII,Xbox360,2012.0,Simulation,Mad Catz,49.0,24.0,5.5,6.0,Mad Catz,T,11830
My Fun Facts Coach,Nintendo DS,2008.0,Misc,Ubisoft,,,,,Powerhead Games,E,11831
The Idolm@ster: Live for You!,Xbox360,2008.0,Misc,Namco Bandai Games,,,,,,,11832
Tokimeki Memorial Girl's Side Premium: 3rd Story,Sony PSP,2012.0,Adventure,Konami Digital Entertainment,,,,,,,11833
Smashing Drive,GC,,Racing,Unknown,47.0,18.0,5.2,6.0,Point of View,T,11834
Open Season,Sony PSP,2006.0,Platform,Ubisoft,,,,,Ubisoft,E10+,11835
Mega Man Xtreme,GB,2000.0,Platform,Capcom,,,,,,,11836
America's Next Top Model,Nintendo Wii,2010.0,Action,Crave Entertainment,,,,,Neopica,E10+,11837
Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,Vivendi Games,75.0,9.0,,,Hudson,E,11838
F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,79.0,49.0,7.8,520.0,Monolith Productions,M,11839
Margot's Word Brain,Nintendo DS,2008.0,Puzzle,Zoo Games,,,,,Slam Games,E10+,11840
Toy Soldiers: War Chest,Sony PS4,2015.0,Action,Ubisoft,62.0,19.0,7.7,61.0,Krome Studios,,11841
Godai: Elemental Force,PS2,2002.0,Action,3DO,27.0,10.0,3.8,19.0,3DO,T,11842
Chronicles of Mystery: The Secret Tree of Life,Nintendo DS,2011.0,Adventure,City Interactive,78.0,4.0,,,City Interactive,E10+,11843
Still Life,XB,2005.0,Adventure,Microids,70.0,29.0,8.2,5.0,Microids,M,11844
Big Mutha Truckers 2,XB,2005.0,Racing,Empire Interactive,50.0,31.0,3.4,5.0,Eutechnyx,M,11845
Hang On GP,SAT,1995.0,Racing,Sega,,,,,,,11846
Uprising X,PS,1998.0,Action,3DO,,,,,,,11847
SpongeBob's Truth or Square,Xbox360,2009.0,Action,THQ,,,6.5,15.0,Heavy Iron Studios,E,11848
Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,,,,,,,11849
"Sesame Street: Ready, Set, Grover!",Nintendo DS,2011.0,Misc,Warner Bros. Interactive Entertainment,,,,,,,11850
I-Ninja,XB,2003.0,Platform,Namco Bandai Games,75.0,18.0,8.4,8.0,Argonaut Games,T,11851
Sigma Harmonics,Nintendo DS,2008.0,Role-Playing,Square Enix,,,,,,,11852
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Nintendo Wii,2010.0,Shooter,Sega,,,,,,,11853
The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,82.0,42.0,8.6,199.0,EA LA,T,11854
Kessen III,PS2,2004.0,Strategy,Tecmo Koei,73.0,26.0,8.1,20.0,Koei,T,11855
Learn Geography,Nintendo DS,2009.0,Misc,DreamCatcher Interactive,,,,,Trine Games,E,11856
Harlem Globetrotters: World Tour,Nintendo DS,2006.0,Sports,Zoo Digital Publishing,,,,,Full Fat,E,11857
The King of Fighters Collection: The Orochi Saga,Sony PSP,2008.0,Fighting,Ignition Entertainment,61.0,16.0,7.0,9.0,SNK Playmore,T,11858
Summon Night,Nintendo DS,2008.0,Role-Playing,Banpresto,,,,,,,11859
Aero Elite: Combat Academy,PS2,2002.0,Simulation,Sega,64.0,18.0,7.0,8.0,Sega AM2,E,11860
"3 in 1: Solitaire, Mahjong & Tangram",Nintendo DS,2010.0,Misc,Deep Silver,,,,,,,11861
Wrath Unleashed,PS2,2004.0,Strategy,LucasArts,64.0,25.0,6.0,6.0,Double Helix Games,T,11862
Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,,,,,,,11863
Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,72.0,43.0,7.7,125.0,Larian Studios,M,11864
Pong / Asteroids / Yars' Revenge,GBA,2005.0,Misc,Zoo Digital Publishing,,,,,DSI Games,E,11865
Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,67.0,12.0,8.4,5.0,Pyro Studios,T,11866
Emergency 2012,PC,2010.0,Simulation,Deep Silver,61.0,9.0,6.2,12.0,ValuSoft,T,11867
Winter Sports 2: The Next Challenge,Xbox360,2008.0,Sports,RTL,41.0,8.0,,,49Games,E,11868
NOëL: La Neige,PS,1998.0,Adventure,Pioneer LDC,,,,,,,11869
Busou Shinki: Battle Masters,Sony PSP,2010.0,Action,Konami Digital Entertainment,,,,,,,11870
Overlord: Minions,Nintendo DS,2009.0,Puzzle,Codemasters,58.0,22.0,5.5,4.0,Climax Group,E10+,11871
Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,,,,,,,11872
Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,Asmik Corp,,,,,,,11873
Fairy Fencer F: Advent Dark Force,Sony PS4,2015.0,Role-Playing,Idea Factory International,71.0,21.0,6.2,34.0,Compile Heart,T,11874
Harukanaru Toki no Naka de 4,PS2,2008.0,Adventure,Tecmo Koei,,,,,,,11875
Roogoo Attack!,Nintendo DS,2009.0,Puzzle,SouthPeak Games,68.0,13.0,,,SpiderMonk,E,11876
Maximum Chase,XB,2002.0,Racing,Microsoft Game Studios,56.0,13.0,,,Genki,T,11877
Prey the Stars,Nintendo DS,2008.0,Action,Tecmo Koei,66.0,12.0,,,Koei Canada,E,11878
Winning Post 7 2012,Sony PS3,2012.0,Sports,Ackkstudios,,,,,,,11879
Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,,,,,,,11880
G Darius,PS,1997.0,Shooter,THQ,,,,,,,11881
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,,,,,,,11882
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,,,,,,,11883
Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,33.0,5.0,4.5,6.0,Sensory Sweep,E,11884
Hearts of Iron III,PC,2009.0,Strategy,Paradox Interactive,77.0,23.0,7.1,233.0,Paradox Development Studio,E10+,11885
Picture Perfect Hair Salon,Nintendo DS,2009.0,Simulation,505 Games,,,,,505 Games,E,11886
River King: Mystic Valley (US sales),Nintendo DS,2007.0,Sports,Rising Star Games,,,,,,,11887
Kengo: Legend of The 9,Xbox360,2006.0,Fighting,Majesco Entertainment,38.0,18.0,4.1,14.0,Genki,M,11888
Romance of the Three Kingdoms XI,PS2,2007.0,Strategy,Tecmo Koei,69.0,10.0,8.4,8.0,Koei,E10+,11889
Hammerin' Hero,Sony PSP,2008.0,Action,Irem Software Engineering,73.0,19.0,7.3,8.0,Irem,E10+,11890
Model * Oshare Audition: Dream Girl,Nintendo 3DS,2013.0,Misc,Alchemist,,,,,,,11891
Lupin Sansei: Shijou Saidai no Zunousen,Nintendo DS,2010.0,Adventure,Namco Bandai Games,,,,,,,11892
Petz Fantasy 3D,Nintendo 3DS,2011.0,Simulation,Ubisoft,,,,,Digital Kids,E,11894
WRC 2: FIA World Rally Championship,Xbox360,2011.0,Racing,Ubisoft,,,,,,,11895
Archer Maclean's 3D Pool,GBA,2003.0,Misc,Crave Entertainment,,,,,,,11896
Tak: The Great Juju Challenge,XB,2005.0,Platform,THQ,75.0,19.0,,,Avalanche Software,E,11897
TMNT: Mutant Melee,GC,2005.0,Fighting,Konami Digital Entertainment,44.0,16.0,2.8,4.0,Konami Computer Entertainment Hawaii,T,11898
Combat: Task Force 121,XB,2005.0,Shooter,Zoo Digital Publishing,44.0,9.0,8.5,4.0,Direct Action Games,M,11899
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Nintendo Wii,2010.0,Sports,Konami Digital Entertainment,,,,,,,11900
Goosebumps HorrorLand,PS2,2008.0,Adventure,Scholastic Inc.,,,,,Gusto Games,E10+,11901
Exhibition Volume 4,XB,2003.0,Misc,Microsoft Game Studios,,,,,,,11902
Viewpoint,PS,1995.0,Shooter,Electronic Arts,,,,,,,11903
Code Geass: Hangyaku no Lelouch - Lost Colors,Sony PSP,2008.0,Adventure,Namco Bandai Games,,,,,,,11904
Disney's Donald Duck Advance,GBA,2001.0,Platform,Ubisoft,,,,,,,11905
Stacked with Daniel Negreanu,PS2,2006.0,Misc,Myelin Media,63.0,23.0,5.3,7.0,5000ft,T,11906
Hakuouki: Yuugi Roku,Sony PSP,2010.0,Adventure,Idea Factory,,,,,,,11907
The Rub Rabbits!,Nintendo DS,2005.0,Puzzle,Sega,,,,,,,11908
Rapala Pro Bass Fishing 2010,Sony PSP,2010.0,Sports,Activision,,,,,FUN Labs,E,11909
Let's Ride! Friends Forever,Nintendo DS,2008.0,Adventure,THQ,,,,,,,11910
Circus Maximus: Chariot Wars,XB,2002.0,Racing,THQ,67.0,26.0,5.0,4.0,Kodiak Interactive,T,11911
Squishy Tank,Nintendo DS,2010.0,Puzzle,Natsume,,,,,Natsume,E,11912
Dungeon Maker II: The Hidden War,Sony PSP,2007.0,Role-Playing,Global A Entertainment,,,,,Global A,E10+,11913
Discovery Kids: Parrot Pals,Nintendo DS,2009.0,Simulation,505 Games,,,,,505 Games,E,11914
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,Banpresto,,,,,,,11915
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009.0,Strategy,Namco Bandai Games,,,,,,,11916
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Sony PSP,2009.0,Strategy,Namco Bandai Games,,,,,,,11917
Elements of Destruction,Nintendo DS,2007.0,Strategy,THQ,,,,,Black Lantern Studios,E10+,11918
Serious Sam: Next Encounter,PS2,2004.0,Shooter,Global Star,65.0,27.0,7.8,17.0,Climax Group,M,11919
Eiken DS,Nintendo DS,2007.0,Misc,Rocket Company,,,,,,,11920
Game Center CX: Arino no Chousenjou 2,Nintendo DS,2009.0,Action,Namco Bandai Games,,,,,,,11921
Tom Clancy's Ghost Recon 2,GC,2005.0,Shooter,Ubisoft,54.0,10.0,1.4,11.0,Ubisoft Shanghai,T,11922
E.X. Troopers,Nintendo 3DS,2012.0,Shooter,Capcom,,,,,,,11923
The Croods: Prehistoric Party!,Nintendo Wii,2013.0,Misc,D3Publisher,,,,,,,11924
J Legend Retsuden,Nintendo 3DS,2013.0,Misc,Namco Bandai Games,,,,,,,11925
SpongeBob's Truth or Square,Sony PSP,2009.0,Action,THQ,,,,,Heavy Iron Studios,E,11926
Port Royale 3,Sony PS3,,Simulation,Kalypso Media,,,8.9,9.0,Kalypso,T,11927
Monster Racers,Nintendo DS,2009.0,Racing,Tecmo Koei,70.0,5.0,9.0,5.0,Koei,E,11928
The King of Fighters: Evolution,DC,2000.0,Fighting,SNK,,,,,,,11929
DS Uranai Seikatsu,Nintendo DS,2009.0,Misc,Nintendo,,,,,,,11930
Hyperdimension Neptunia Re;Birth 3,Sony PS Vita,2014.0,Action,Idea Factory International,,,,,,,11931
Pitfall: The Lost Expedition,GBA,2003.0,Platform,Activision,66.0,13.0,,,Torus Games,E,11933
Rock Band Country Track Pack 2,Sony PS3,2011.0,Misc,MTV Games,,,,,Electronic Arts,E10+,11934
Speed Zone,Nintendo Wii,2009.0,Racing,Bethesda Softworks,37.0,14.0,3.8,11.0,Awesome Play Ltd.,E,11935
All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,,,,,,,11936
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Nintendo 3DS,2012.0,Action,Namco Bandai Games,,,,,,,11937
Jewel Time Deluxe,Nintendo DS,2011.0,Puzzle,O-Games,,,,,Oxygen Interactive,E,11938
James Cameron's Dark Angel,XB,2002.0,Action,Vivendi Games,47.0,17.0,8.3,6.0,Radical Entertainment,T,11939
The Legend of Heroes: Trails in the Sky Third Chapter,Sony PSP,2008.0,Role-Playing,Falcom Corporation,,,,,,,11940
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,37.0,19.0,5.9,10.0,Creat Studios,M,11941
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,Black Bean Games,,,,,,,11942
Generator Rex: Agent of Providence,Sony PS3,2011.0,Action,Activision,,,,,Virtuos,E10+,11943
Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,,,,,,,11944
Dream Trigger 3D,Nintendo 3DS,,Shooter,D3Publisher,54.0,24.0,6.3,29.0,"Art Co., Ltd.",E,11945
Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,,,,,,,11946
NCAA College Football 2K3,GC,2002.0,Sports,Sega,70.0,7.0,,,Avalanche Software,E,11947
Karaoke Revolution Party,GC,2005.0,Misc,Konami Digital Entertainment,80.0,22.0,,,Harmonix Music Systems,E10+,11948
Crayola: Colorful Journey,Nintendo Wii,2009.0,Misc,Crave Entertainment,,,,,StudioBlack Games,E,11949
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,,,,,,,11950
Jumper: Griffin's Story,PS2,2008.0,Action,Eidos Interactive,,,4.2,5.0,Collision Studios,T,11951
Operation Darkness,Xbox360,2007.0,Role-Playing,Success,46.0,22.0,7.0,21.0,Success,M,11952
Emily the Strange: Strangerous,Nintendo DS,2011.0,Action,DTP Entertainment,,,,,exozet,E10+,11953
Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,,,,,,,11954
Galerians: Ash,PS2,2002.0,Adventure,Sammy Corporation,50.0,22.0,7.9,11.0,Polygon Magic,T,11955
Dead Island: Riptide,PC,,Action,Deep Silver,61.0,35.0,6.0,441.0,Techland,M,11956
Jimmie Johnson's Anything With an Engine,Nintendo Wii,2011.0,Racing,Konami Digital Entertainment,,,,,Isopod Labs,E10+,11957
R-Type Command,Sony PSP,2007.0,Strategy,Rising Star Games,69.0,29.0,6.5,6.0,Irem,E10+,11958
Yoostar on MTV,Xbox360,,Misc,Unknown,49.0,4.0,,,Yoostar Entertainment Group,T,11959
Just Dance: Disney Party 2,Xbox One,2015.0,Action,Ubisoft,,,,,Ubisoft,E,11960
Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,,,,,,,11961
Haunting Ground,PS2,2005.0,Action,Capcom,67.0,33.0,8.8,44.0,Capcom,M,11962
Mahjong Fight Club DS: Wi-Fi Taiou,Nintendo DS,2006.0,Misc,Konami Digital Entertainment,,,,,,,11963
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",Nintendo DS,2005.0,Misc,505 Games,,,,,,,11964
Grand Kingdom,Sony PS4,2015.0,Role-Playing,Nippon Ichi Software,78.0,33.0,8.1,63.0,Spike Chunsoft,T,11965
Robocalypse,Nintendo DS,2008.0,Strategy,Tecmo Koei,78.0,15.0,8.6,18.0,Vogster,E10+,11966
Vampire Knight DS,Nintendo DS,2009.0,Adventure,D3Publisher,,,,,,,11967
Disney Sports Skateboarding,GBA,2002.0,Sports,Konami Digital Entertainment,42.0,6.0,,,Konami,E,11968
Homie Rollerz,Nintendo DS,2008.0,Racing,Destineer,23.0,9.0,2.4,12.0,Webfoot Technologies,E,11969
Let's Paint,Nintendo Wii,2010.0,Simulation,Zoo Games,,,,,Zoo Games,E,11970
Rugby League 3,Nintendo Wii,2010.0,Sports,Alternative Software,,,,,,,11971
Magi: The Labyrinth of Beginning,Nintendo 3DS,2013.0,Role-Playing,Namco Bandai Games,,,,,,,11972
Escape Dead Island,Xbox360,2014.0,Action,Deep Silver,32.0,12.0,3.8,74.0,Fatshark AB,M,11973
Tom Clancy's Splinter Cell: Chaos Theory,Nintendo DS,2005.0,Action,Ubisoft,50.0,22.0,7.0,25.0,Gameloft,T,11974
The Croods: Prehistoric Party!,Nintendo DS,2013.0,Misc,D3Publisher,,,,,,,11975
I Don't Have Many Friends Portable,Sony PSP,2012.0,Adventure,Namco Bandai Games,,,,,,,11976
Jewel Link Chronicles: Legend of Athena,Nintendo DS,2011.0,Puzzle,GSP,,,,,,,11978
CSI: Dark Motives,Nintendo DS,2007.0,Adventure,Ubisoft,,,6.7,6.0,Powerhead Games,T,11979
Burnout Paradise: The Ultimate Box,Sony PS3,2009.0,Racing,Electronic Arts,,,,,,,11980
Loons: The Fight For Fame,XB,2002.0,Action,Atari,,,,,,,11981
Romance of the Three Kingdoms IX,PS2,2003.0,Strategy,Tecmo Koei,74.0,17.0,8.9,10.0,Koei,E,11982
Second Sight,XB,2004.0,Adventure,Codemasters,75.0,46.0,8.0,6.0,Free Radical Design,T,11983
Metal Gear Solid,GB,2000.0,Action,Konami Digital Entertainment,,,,,,,11984
The Legend of Heroes: Trails in the Sky First Chapter,Sony PS Vita,2015.0,Role-Playing,Kadokawa Shoten,,,,,,,11985
Totaled!,XB,2002.0,Racing,Rage Software,,,,,,,11986
Bleach: Heat the Soul 3,Sony PSP,2006.0,Fighting,Sony Computer Entertainment,,,,,,,11987
Ecco: The Tides of Time,GEN,1993.0,Adventure,Sega,,,,,,,11988
Make 10: A Journey of Numbers,Nintendo DS,2007.0,Puzzle,Nintendo,,,,,,,11989
Fantasy Aquarium by DS,Nintendo DS,2008.0,Simulation,Mercury Games,,,,,,,11990
Rock Band Track Pack: Classic Rock,Xbox360,2009.0,Misc,MTV Games,70.0,6.0,,,Harmonix Music Systems,T,11991
Operation Flashpoint: Red River,PC,2011.0,Shooter,Codemasters,67.0,25.0,4.9,103.0,Codemasters,M,11992
Machine Head,PS,1996.0,Shooter,Eidos Interactive,,,,,,,11993
Vanguard Bandits,PS,1998.0,Strategy,Human Entertainment,62.0,5.0,7.4,15.0,S-Neo,T,11994
MLB Front Office Manager,Xbox360,2009.0,Sports,Take-Two Interactive,47.0,13.0,4.6,10.0,Blue Castle Games,E,11995
Lost Heroes,Sony PSP,2012.0,Role-Playing,Namco Bandai Games,,,,,,,11996
Vampire Legends: Power of Three,Nintendo DS,2010.0,Adventure,THQ,,,,,DTP Entertainment,E,11997
Child of Light,Sony PS Vita,2014.0,Role-Playing,Ubisoft,83.0,14.0,7.8,108.0,Ubisoft Montreal,E10+,11998
The Legend of Heroes VII: The Trail of Zero,Sony PS Vita,2012.0,Role-Playing,Falcom Corporation,,,,,,,11999
Shin Chan Contra ¡Los Plastas!,Nintendo DS,2009.0,Platform,505 Games,,,,,,,12000
Haikyuu!! Tsunage! Itadaki no Keshiki!!,Nintendo 3DS,2014.0,Adventure,Namco Bandai Games,,,,,,,12001
Silent Hill: Origins,PS2,2008.0,Action,Konami Digital Entertainment,70.0,21.0,7.4,59.0,Climax Group,M,12002
Blast Radius,PS,1998.0,Action,Psygnosis,,,,,,,12003
ESPN National Hockey Night,PS2,2001.0,Sports,Konami Digital Entertainment,44.0,10.0,,,Kush Games,E,12004
Tornado,Nintendo DS,,Action,Ignition Entertainment,44.0,26.0,,,Skonec,E,12005
Cut the Rope,Nintendo 3DS,2014.0,Puzzle,Activision,,,,,ZeptoLab,E,12006
Resident Evil: Revelations 2,Xbox360,2015.0,Action,Capcom,,,6.6,48.0,Capcom,M,12007
Pro Yaky? Spirits 2011,Nintendo 3DS,2011.0,Sports,Konami Digital Entertainment,,,,,,,12008
Taz Wanted,XB,2002.0,Platform,Atari,62.0,8.0,,,Blitz Games,E,12009
Disaster: Day of Crisis,Nintendo Wii,2008.0,Action,Nintendo,69.0,21.0,,,Monolith Soft,,12010
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,Nintendo DS,2009.0,Sports,Konami Digital Entertainment,,,,,,,12011
Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,Electronic Arts,59.0,11.0,6.0,5.0,Warthog,E,12012
McFarlane's Evil Prophecy,PS2,,Action,Konami Digital Entertainment,34.0,28.0,3.2,5.0,Konami,M,12013
IA/VT Colorful,Sony PS Vita,2015.0,Misc,Marvelous Entertainment,,,,,,,12014
We Sing Rock!,Nintendo Wii,2011.0,Misc,Nordic Games,,,,,,,12015
Wallace & Gromit in Project Zoo,GC,2003.0,Platform,BAM! Entertainment,,,,,,,12016
Shadowgate 64: Trials of the Four Towers,N64,1999.0,Adventure,Kemco,,,,,,,12017
Super Robot Spirits,N64,1998.0,Fighting,Banpresto,,,,,,,12018
Mia Hamm Soccer 64,N64,2000.0,Sports,THQ,,,,,,,12019
John Madden Football,SNES,1991.0,Sports,Imagineer,,,,,,,12020
Caesars Palace Advance: Millennium Gold Edition,GBA,2001.0,Misc,Majesco Entertainment,,,,,,,12021
Aero Gauge,N64,1997.0,Racing,ASCII Entertainment,,,,,,,12022
Battlezone: Rise of the Black Dogs,N64,2000.0,Strategy,Crave Entertainment,,,,,,,12023
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992.0,Fighting,Konami Digital Entertainment,,,,,,,12024
Moxie Girlz,Nintendo DS,2011.0,Misc,GameMill Entertainment,,,,,1st Playable Productions,E,12025
Damnation,Xbox360,2009.0,Shooter,Codemasters,36.0,39.0,5.6,50.0,Blue Omega,M,12026
Samurai Warriors,XB,2004.0,Action,Tecmo Koei,71.0,20.0,9.0,5.0,Omega Force,T,12027
GunParade Orchestra: Shiro no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,,,,,,,12028
Rec Room Games,Nintendo DS,2011.0,Sports,Destineer,,,,,Destineer,E,12029
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,Sony PSP,2009.0,Action,Irem Software Engineering,,,,,,,12030
FIFA Soccer 2004,GC,2003.0,Sports,Electronic Arts,83.0,17.0,6.2,12.0,EA Canada,E,12031
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Sony PS3,2013.0,Strategy,Namco Bandai Games,,,,,,,12032
Record of Agarest War,Sony PS3,2007.0,Role-Playing,Ghostlight,67.0,7.0,6.8,34.0,Compile Heart,T,12033
Dave Mirra BMX Challenge,Sony PSP,2006.0,Sports,Oxygen Interactive,32.0,11.0,4.6,10.0,Left Field Productions,E,12035
Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,77.0,24.0,8.3,21.0,Ubisoft Shanghai,E,12036
Tony Hawk's Pro Skater 5,Xbox360,2015.0,Sports,Activision,,,2.8,10.0,Robomodo,T,12037
Tales of Rebirth,Sony PSP,2008.0,Role-Playing,Namco Bandai Games,,,,,,,12038
The Guy Game,XB,2004.0,Misc,Gathering of Developers,47.0,20.0,5.4,7.0,Top Heavy Studios,M,12039
Let's Ride! Dreamer,GBA,2005.0,Adventure,DTP Entertainment,,,,,,,12040
Fantasia: Music Evolved,Xbox360,2014.0,Misc,Disney Interactive Studios,,,7.0,7.0,Harmonix Music Systems,E10+,12041
Tecmo's Deception,PS,1996.0,Role-Playing,Sunsoft,,,,,,,12042
Point Blank DS (JP sales),Nintendo DS,2006.0,Shooter,Atari,,,,,,,12043
Ghost in the Shell: Stand Alone Complex,Sony PSP,2005.0,Adventure,Atari,61.0,23.0,7.4,14.0,G-Artists,T,12044
G-Saviour,PS2,2000.0,Action,Sunrise Interactive,,,,,,,12045
Open Season,Nintendo Wii,2006.0,Platform,Ubisoft,49.0,5.0,5.6,7.0,Ubisoft,E10+,12046
Gintama DS: Yorozuya Daisoudou,Nintendo DS,2006.0,Action,Namco Bandai Games,,,,,,,12047
Drake of the 99 Dragons,XB,,Shooter,Unknown,22.0,16.0,1.8,37.0,Idol FX,T,12048
